0	4864	1.0
0	5970	2.0
0	15563	1.0
1	3970	1.0
1	15746	1.0
1	14166	1.0
2	14274	2.0
2	12291	3.0
2	2055	1.0
2	15308	1.0
2	14478	1.0
2	2896	3.0
2	4371	2.0
2	8404	4.0
2	3172	2.0
2	2266	1.0
2	6172	6.0
2	3872	1.0
2	2977	1.0
2	1316	2.0
2	10256	1.0
2	4903	4.0
2	10857	1.0
2	13651	1.0
2	15047	1.0
2	5231	1.0
2	13424	2.0
2	8689	3.0
2	3827	3.0
2	310	1.0
2	7291	1.0
2	4542	6.0
3	8311	2.0
4	1458	1.0
4	11211	1.0
4	3731	1.0
4	1557	1.0
5	12321	1.0
5	10555	1.0
5	9108	1.0
6	4741	3.0
7	3317	1.0
8	15328	1.0
8	14897	1.0
8	5407	2.0
8	1740	1.0
8	2439	2.0
9	8908	1.0
9	2632	1.0
9	1640	2.0
9	15987	3.0
9	10606	2.0
9	2351	1.0
9	7848	1.0
9	7635	1.0
9	11636	2.0
9	6293	1.0
9	7994	1.0
9	1406	1.0
10	2176	1.0
10	14097	1.0
10	13410	1.0
10	12867	1.0
10	2697	1.0
11	14442	1.0
11	8316	1.0
12	15440	1.0
12	9619	1.0
12	7940	1.0
12	13767	1.0
12	4235	1.0
12	5980	1.0
12	12222	1.0
13	4480	1.0
13	8232	1.0
14	2954	1.0
14	8479	1.0
15	13442	1.0
16	12192	1.0
16	809	2.0
16	15443	1.0
16	5765	2.0
17	8962	2.0
17	13509	1.0
17	9318	1.0
17	11641	2.0
17	4410	1.0
17	5211	1.0
17	15122	2.0
17	10207	1.0
18	2165	1.0
18	7791	1.0
19	11777	1.0
19	5722	1.0
19	16140	1.0
19	15519	1.0
20	13552	1.0
20	11403	1.0
20	15515	1.0
20	3950	1.0
21	14595	1.0
21	11810	1.0
21	3267	1.0
22	1651	1.0
23	1494	1.0
24	12291	1.0
24	2539	1.0
24	4164	1.0
24	13310	1.0
25	7956	2.0
25	3526	1.0
26	4963	1.0
27	12620	1.0
27	7956	1.0
28	2672	1.0
28	12169	2.0
28	7306	1.0
28	4500	1.0
28	9270	2.0
29	2912	1.0
29	2388	1.0
29	9637	1.0
29	12392	1.0
29	13156	1.0
29	8542	1.0
30	7777	1.0
30	14068	1.0
30	7671	3.0
31	10217	2.0
31	4138	2.0
31	14459	2.0
31	7249	2.0
31	11025	2.0
32	14144	1.0
32	13874	1.0
32	4767	1.0
